id,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
307,33,Private,85043,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
308,22,State-gov,293364,Some-college,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K
309,43,Self-emp-not-inc,241895,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
310,56,Private,101128,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Iran,<=50K
311,31,Private,156464,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
313,26,Private,192262,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
315,46,Local-gov,329752,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
316,65,Private,161400,11th,Widowed,Other-service,Unmarried,Other,Male,0,0,40,United-States,<=50K
318,42,Private,111949,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
319,26,Self-emp-not-inc,117125,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
320,36,Private,348022,10th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
322,43,Private,180609,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
324,22,Private,410439,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
325,28,Private,92262,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
326,56,Self-emp-not-inc,183081,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
327,22,Private,362589,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
329,39,Private,481060,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
330,26,Federal-gov,185885,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K
331,17,Private,89821,11th,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
333,45,Private,256649,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
334,44,Private,160323,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
335,20,Local-gov,350845,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
336,33,Private,267404,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
337,23,Private,35633,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
338,46,Self-emp-not-inc,80914,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
339,38,Private,172927,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
340,54,Private,174319,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
341,46,Private,214955,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,45,United-States,<=50K
342,25,Private,344991,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
343,46,Private,108699,Some-college,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
344,36,Local-gov,117312,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K
345,23,Private,396099,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
346,29,Private,134152,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
347,19,Private,25429,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
348,19,Private,232392,HS-grad,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
350,27,Private,301302,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
351,46,Self-emp-not-inc,277946,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
352,34,Private,196164,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
353,44,Private,115562,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
354,45,Private,96975,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
357,20,Private,416103,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
358,28,Private,108574,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
360,34,Private,227689,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,United-States,<=50K
361,28,Private,166481,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,2179,40,Puerto-Rico,<=50K
362,28,Private,110145,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
363,46,Self-emp-not-inc,317253,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
364,32,Private,364657,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
365,41,Local-gov,42346,Some-college,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States,<=50K
366,24,Private,241951,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
367,33,Private,118500,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
369,31,State-gov,1033222,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
371,52,Private,190762,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
372,30,Private,426017,11th,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
373,34,Local-gov,243867,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
374,34,State-gov,240283,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
375,20,Private,61777,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
376,17,Private,175024,11th,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,18,United-States,<=50K
378,29,Private,188401,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
379,33,Private,228528,10th,Never-married,Craft-repair,Unmarried,White,Female,0,0,35,United-States,<=50K
380,25,Private,133373,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
381,36,Federal-gov,255191,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,1408,40,United-States,<=50K
382,23,Private,204653,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,72,Dominican-Republic,<=50K
384,47,Local-gov,287480,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
385,40,Self-emp-not-inc,204116,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States,<=50K
386,27,Private,116358,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,40,Philippines,<=50K
388,34,Local-gov,284843,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Male,594,0,60,United-States,<=50K
389,34,Local-gov,117018,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
390,23,Private,81281,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
391,42,Local-gov,340148,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
392,29,Private,363425,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
393,45,Private,45857,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,28,United-States,<=50K
394,24,Federal-gov,191073,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,0,0,40,United-States,<=50K
396,27,Private,405855,9th,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
397,20,Private,298227,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
398,44,Private,290521,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
399,51,Private,56915,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
400,20,Private,146538,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
401,19,Private,206399,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
405,30,Private,180374,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
406,38,Private,351299,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,<=50K
407,23,Private,54012,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
408,44,Private,116632,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
409,54,Local-gov,288825,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
410,32,Private,132601,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
411,50,Private,193374,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
412,24,Private,170070,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K
413,37,Private,126708,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
414,52,Private,35598,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
415,38,Private,33983,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
419,35,Private,285020,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
420,30,Private,303990,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
421,67,Private,49401,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
422,46,Private,279196,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
423,17,Private,211870,9th,Never-married,Other-service,Not-in-family,White,Male,0,0,6,United-States,<=50K
424,22,Private,281432,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
425,27,Private,161155,10th,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
426,23,Private,197904,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
427,33,Private,111746,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Portugal,<=50K
428,43,Self-emp-not-inc,170721,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
429,28,State-gov,70100,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
430,41,Private,193626,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
431,25,Private,189775,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
432,59,Local-gov,286967,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
433,45,Local-gov,164427,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
435,40,Private,347934,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
436,46,Federal-gov,371373,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
437,35,Private,32220,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
438,34,Private,187251,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,<=50K
439,33,Private,178107,Bachelors,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
440,41,Private,343121,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,36,United-States,<=50K
441,20,Private,262749,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
442,23,Private,403107,5th-6th,Never-married,Other-service,Own-child,White,Male,0,0,40,El-Salvador,<=50K
443,26,Private,64293,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
444,23,Local-gov,324960,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Poland,<=50K
445,62,Local-gov,114060,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
446,52,Private,48925,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
447,58,Private,180980,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,42,France,<=50K
448,25,Private,181054,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
449,24,Private,388093,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
450,19,Private,249609,Some-college,Never-married,Protective-serv,Own-child,White,Male,0,0,8,United-States,<=50K
451,43,Private,112131,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
452,47,Local-gov,543162,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
453,39,Private,91996,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
454,49,Private,141944,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,1380,42,United-States,<=50K
455,32,Private,37070,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
456,28,Private,189346,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
457,25,Private,267044,Some-college,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
459,38,Self-emp-inc,99146,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States,>50K
461,24,Local-gov,248344,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,50,United-States,<=50K
464,28,Private,85812,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
465,74,Private,99183,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,9,United-States,<=50K
466,38,Self-emp-not-inc,190387,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
467,44,Self-emp-not-inc,202692,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
468,44,Private,109339,11th,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,46,Puerto-Rico,<=50K
469,26,Private,108658,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
470,36,Private,197202,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
473,39,Local-gov,207853,12th,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
474,57,Private,190942,1st-4th,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,30,United-States,<=50K
475,29,Private,102345,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
476,31,Self-emp-inc,41493,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,45,United-States,<=50K
477,44,Private,210525,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
478,29,Private,133937,Doctorate,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
479,30,Private,237903,Some-college,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
480,27,Private,163862,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
481,27,Private,201872,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
482,32,Private,84179,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,45,United-States,<=50K
483,58,Private,51662,10th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,8,United-States,<=50K
484,35,Local-gov,233327,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
485,21,Private,259510,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States,<=50K
486,28,Private,184831,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
487,46,Self-emp-not-inc,245724,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
488,36,Self-emp-not-inc,27053,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
489,72,Private,205343,11th,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
490,35,Private,229328,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,<=50K
492,69,Private,136218,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
493,35,Private,54576,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
494,34,Private,148291,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,<=50K
495,30,Private,152453,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
496,28,Private,114053,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K
499,24,Private,82804,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
500,20,Private,27337,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
501,43,Self-emp-inc,188436,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,United-States,<=50K
